2119	10.193680	BR
2435	68.337147	NR
2736	71.770338	NR
3035	72.202179	NR
3338	71.343591	NR
3638	71.942478	NR
3946	70.175398	NR
4274	65.861741	NR
4601	66.006572	NR
4930	65.717407	NR
5246	68.337184	NR
5571	66.445122	NR
5883	69.204258	NR
6208	66.518815	NR
6545	64.034133	NR
6864	67.720115	NR
7170	70.588204	NR
7473	71.343672	NR
7772	72.202055	NR
8089	68.181883	NR
8409	67.491568	NR
8730	67.264559	NR
9052	67.114162	NR
9352	71.942313	NR
9655	71.343672	NR
9955	71.942478	NR
10271	68.337110	NR
10589	67.950214	NR
10902	69.044769	NR
11215	68.965602	NR
11512	72.727205	NR
11795	76.335946	NR
12088	73.710148	NR
12386	72.463846	NR
12690	71.089898	NR
12992	71.513647	NR
13292	72.028796	NR
13590	72.463846	NR
13877	75.282225	NR
14161	76.045854	NR
14452	74.257199	NR
14760	70.093540	NR
15073	69.044920	NR
15374	71.684434	NR
15675	71.770461	NR
15968	73.710148	NR
16260	73.982662	NR
16567	70.422437	NR
16878	69.444572	NR
17211	64.864918	NR
17527	68.336961	NR
17829	71.513647	NR
18137	70.093540	NR
18437	72.028796	NR
18730	73.710148	NR
19039	69.929931	NR
19358	67.720261	NR
19679	67.264415	NR
19981	71.513972	NR
20278	72.727205	NR
20585	70.339924	NR
20885	72.028796	NR
21192	70.339924	NR
21509	68.181735	NR
21828	67.720261	NR
22127	72.202055	NR
22414	75.282225	NR
22719	70.838242	NR
23018	72.202386	NR
23318	72.028466	NR
23630	69.204410	NR
23946	68.337258	NR
24259	69.044617	NR
24552	73.710494	NR
24851	72.202055	NR
25157	70.588362	NR
25456	72.288997	NR
25765	69.929931	NR
26074	69.848567	NR
26380	70.588362	NR
26675	73.260051	NR
26965	74.441710	NR
27264	72.288997	NR
27566	71.513972	NR
27866	71.942478	NR
28178	69.283669	NR
28483	70.838242	NR
28775	73.891948	NR
29055	77.220035	NR
29335	77.120835	NR
29641	70.588362	NR
29946	70.838242	NR
30251	70.754753	NR
30565	68.807209	NR
30871	70.588362	NR
31172	71.770461	NR
31469	72.726869	NR
31783	68.807209	NR
32108	66.445192	NR
32427	67.720552	NR
32749	67.113732	NR
33057	70.093853	NR
33366	69.929931	NR
33670	71.005815	NR
33972	71.513972	NR
34300	65.861465	NR
34621	67.340155	NR
34930	69.848567	NR
35230	72.028796	NR
35532	71.513972	NR
35838	70.587728	NR
36146	70.093853	NR
36468	67.113732	NR
36795	66.079504	NR
37107	69.204410	NR
37409	71.513322	NR
37710	71.770461	NR
38018	70.093228	NR
38324	70.588362	NR
38639	68.571429	NR
38966	66.079504	NR
39275	69.929931	NR
39569	73.439292	NR
